ID,Locality,Postal Code,Build Year,Facades,Habitable Surface,Land Surface,Type,Subtype,Price,Sale Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen,Kitchen Surface,Kitchen Type,Furnished,Openfire,Fireplace Count,Terrace,Terrace Surface,Terrace Orientation,Garden Exists,Garden Surface,Garden Orientation,Swimming Pool,State of Building,Living Surface,EPC,Consumption Per m2,Cadastral Income,Has starting Price,Transaction Subtype,Heating Type,Is Holiday Property,Gas Water Electricity,Sewer,Sea view,Parking count inside,Parking count outside,Parking box count,Municipality,Province
9887767,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887769,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887765,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887768,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887766,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887771,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887772,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887775,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887770,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887778,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887781,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887786,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887779,Brussels City,1000,,,29.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887780,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887784,Brussels City,1000,,,23.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887782,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887783,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887785,Brussels City,1000,,,22.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887788,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887789,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887787,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887793,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887791,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887792,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887794,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,255000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887795,Brussels City,1000,,,26.0,,APARTMENT,APARTMENT,265500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9887796,Brussels City,1000,,,29.0,,APARTMENT,APARTMENT,265500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
10623889,Woluwe-St-Pierre,1831,,,50.0,,APARTMENT,FLAT_STUDIO,210000,NORMAL_SALE,0.0,,,,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
10623856,Diegem,1831,,,67.0,,APARTMENT,APARTMENT,270000,NORMAL_SALE,1.0,,,1.0,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
10623863,Diegem,1831,,,90.0,,APARTMENT,APARTMENT,329000,NORMAL_SALE,2.0,,,2.0,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
10623871,Diegem,1831,,,110.0,,APARTMENT,APARTMENT,359000,NORMAL_SALE,3.0,,,3.0,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
11137641,Mortsel,2640,1963.0,,83.0,,APARTMENT,APARTMENT,249000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,True,-1.0,True,2.0,,False,,,,GOOD,41.0,B,188.0,699,False,BUY_REGULAR,GAS,,,,,,,,MORTSEL,ANTWERPEN
11139941,Deinze,9800,1968.0,,170.0,,APARTMENT,APARTMENT,249000,NORMAL_SALE,4.0,1.0,1.0,6.0,True,9.0,INSTALLED,False,False,,True,74.0,,False,,,,TO_BE_DONE_UP,55.0,B,118.0,808,False,BUY_REGULAR,GAS,,,,,,,,DEINZE,OOST-VLAANDEREN
11137668,Schaerbeek,1030,2015.0,2.0,65.0,,APARTMENT,DUPLEX,250000,NORMAL_SALE,1.0,1.0,2.0,4.0,True,,USA_HYPER_EQUIPPED,False,False,,False,,,False,,,False,AS_NEW,31.0,C,149.0,789,False,BUY_REGULAR,GAS,,,,,,,,SCHAARBEEK,BRUSSEL
11138237,Braine-l'Alleud,1420,2005.0,2.0,88.0,,APARTMENT,APARTMENT,255000,NORMAL_SALE,2.0,2.0,2.0,6.0,True,,INSTALLED,False,False,,True,6.0,,False,,,False,GOOD,36.0,C,233.0,1255,False,BUY_REGULAR,ELECTRIC,,,,,,,,BRAINE-L'ALLEUD,WAALS-BRABANT
11138324,Evere,1140,2025.0,3.0,55.0,,APARTMENT,FLAT_STUDIO,259000,NORMAL_SALE,1.0,1.0,,2.0,False,,,False,False,,True,7.0,,False,,,,,,B,46.0,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
11138330,Evere,1140,2025.0,3.0,55.0,,APARTMENT,FLAT_STUDIO,269000,NORMAL_SALE,1.0,1.0,,2.0,True,,USA_HYPER_EQUIPPED,False,False,,True,7.0,,False,,,False,,,B,47.45,0,False,BUY_REGULAR,,,,,,,,,EVERE,BRUSSEL
11138325,Evere,1140,2025.0,3.0,85.0,,APARTMENT,APARTMENT,399000,NORMAL_SALE,2.0,1.0,,3.0,False,,,False,False,,True,6.0,,False,,,,,,A,31.14,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
11138327,Evere,1140,2025.0,3.0,116.0,,APARTMENT,APARTMENT,459000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,6.0,,False,,,,,,A,29.67,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
11138326,Evere,1140,2025.0,3.0,115.0,,APARTMENT,APARTMENT,469000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,6.0,,False,,,,,,A,34.52,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
11138328,Evere,1140,2025.0,3.0,108.0,,APARTMENT,PENTHOUSE,489000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,14.0,,False,,,,,,A,43.16,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
11138329,Evere,1140,2025.0,3.0,127.0,,APARTMENT,PENTHOUSE,529000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,16.0,,False,,,,,,B,50.92,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
10982625,Woluwe-St-Lambert,1200,,,43.0,,APARTMENT,FLAT_STUDIO,265000,NORMAL_SALE,0.0,,,,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
10982635,Woluwe-St-Pierre,1200,,,71.0,,APARTMENT,APARTMENT,365000,NORMAL_SALE,1.0,,,1.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
10982637,Woluwe-St-Pierre,1200,,,110.0,,APARTMENT,APARTMENT,490000,NORMAL_SALE,2.0,,,2.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
10982642,Woluwe-St-Pierre,1200,,,126.0,,APARTMENT,APARTMENT,635000,NORMAL_SALE,3.0,,,3.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
10982663,Woluwe-St-Pierre,1200,,,152.0,,APARTMENT,APARTMENT,845000,NORMAL_SALE,4.0,,,4.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
11139540,Herenthout,2270,2022.0,3.0,82.0,,APARTMENT,APARTMENT,265000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,True,-1.0,True,13.0,,False,,,,,42.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
11139552,Herenthout,2270,2022.0,3.0,82.0,,APARTMENT,APARTMENT,269000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,True,-1.0,True,8.0,,False,,,,,35.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
11139555,Herenthout,2270,2022.0,3.0,94.0,,APARTMENT,APARTMENT,299000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,,INSTALLED,False,True,-1.0,True,13.0,,False,,,,,29.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
11139539,Herenthout,2270,2022.0,3.0,95.0,,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,,INSTALLED,False,True,-1.0,True,19.0,,True,53.0,NORTH,,,31.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
11137859,Deinze,9800,2022.0,2.0,61.0,,APARTMENT,APARTMENT,270000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,8.0,HYPER_EQUIPPED,False,False,,True,10.0,,False,,,False,AS_NEW,,A,1.0,1,False,BUY_REGULAR,,,,,,10.0,101.0,,DEINZE,OOST-VLAANDEREN
11137863,Deinze,9800,2024.0,2.0,95.0,,APARTMENT,APARTMENT,325000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,7.0,HYPER_EQUIPPED,False,False,,True,16.0,,False,,,False,AS_NEW,27.0,A,1.0,0,False,BUY_REGULAR,,,,,,,,,DEINZE,OOST-VLAANDEREN
11137861,Deinze,9800,2024.0,2.0,96.0,,APARTMENT,APARTMENT,375000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,6.0,HYPER_EQUIPPED,False,False,,True,15.0,,False,,,False,AS_NEW,24.0,A,1.0,0,False,BUY_REGULAR,,,,,,,,,DEINZE,OOST-VLAANDEREN
11137857,Deinze,9800,2022.0,2.0,82.0,,APARTMENT,PENTHOUSE,375000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,8.0,HYPER_EQUIPPED,False,False,,True,28.0,,False,,,False,AS_NEW,20.0,A,1.0,1,False,BUY_REGULAR,,,,,,,101.0,,DEINZE,OOST-VLAANDEREN
11137860,Deinze,9800,2022.0,2.0,99.0,,APARTMENT,APARTMENT,395000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,,HYPER_EQUIPPED,False,False,,True,12.0,,False,,,False,AS_NEW,34.0,A,1.0,1,False,BUY_REGULAR,,,,,,,101.0,,DEINZE,OOST-VLAANDEREN
11137858,Deinze,9800,2022.0,2.0,85.0,,APARTMENT,PENTHOUSE,400000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,9.0,HYPER_EQUIPPED,False,False,,True,28.0,,False,,,False,AS_NEW,22.0,A,1.0,1,False,BUY_REGULAR,,,,,,,101.0,,DEINZE,OOST-VLAANDEREN
11137862,Deinze,9800,2024.0,2.0,82.0,,APARTMENT,APARTMENT,420000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,6.0,HYPER_EQUIPPED,False,False,,True,29.0,,False,,,False,AS_NEW,24.0,A,1.0,0,False,BUY_REGULAR,,,,,,,,,DEINZE,OOST-VLAANDEREN
11139803,BLANKENBERGE,8370,,,84.0,,APARTMENT,APARTMENT,275000,NORMAL_SALE,2.0,1.0,,3.0,True,,INSTALLED,False,False,,True,18.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
11139800,BLANKENBERGE,8370,,,82.0,,APARTMENT,APARTMENT,335000,NORMAL_SALE,2.0,1.0,,3.0,True,,INSTALLED,False,False,,True,8.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
11139811,BLANKENBERGE,8370,,,91.0,,APARTMENT,APARTMENT,422500,NORMAL_SALE,2.0,1.0,,3.0,True,,INSTALLED,False,False,,True,9.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
11139817,BLANKENBERGE,8370,,,144.0,,APARTMENT,APARTMENT,795000,NORMAL_SALE,3.0,2.0,,5.0,True,,INSTALLED,False,False,,True,38.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
11137664,Wavre,1300,,2.0,82.0,,APARTMENT,APARTMENT,298000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,USA_HYPER_EQUIPPED,False,False,,True,10.0,,False,,,False,AS_NEW,40.0,B,93.0,0,False,BUY_REGULAR,GAS,,,,,,12.0,,WAVRE,WAALS-BRABANT
11139613,Bruxelles,1000,,3.0,82.0,,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139614,Bruxelles,1000,,3.0,82.0,,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139612,Bruxelles,1000,,3.0,81.0,,APARTMENT,APARTMENT,321000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139616,Bruxelles,1000,,3.0,81.0,,APARTMENT,APARTMENT,321000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139618,Bruxelles,1000,,3.0,81.0,,APARTMENT,PENTHOUSE,326000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139615,Bruxelles,1000,,3.0,100.0,,APARTMENT,GROUND_FLOOR,354000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,10.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139653,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,325000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139654,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,330000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139665,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,335000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139664,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,337000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139659,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,339000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139657,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,343000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139670,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,347000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139662,Bruxelles,1000,,4.0,96.0,,APARTMENT,APARTMENT,349000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139658,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,351000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139655,Bruxelles,1000,,4.0,96.0,,APARTMENT,APARTMENT,354000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139656,Bruxelles,1000,,4.0,99.0,,APARTMENT,GROUND_FLOOR,364000,NORMAL_SALE,2.0,2.0,,4.0,True,,HYPER_EQUIPPED,False,False,,True,12.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139667,Bruxelles,1000,,4.0,99.0,,APARTMENT,GROUND_FLOOR,365000,NORMAL_SALE,2.0,2.0,,4.0,True,,HYPER_EQUIPPED,False,False,,True,12.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139663,Bruxelles,1000,,4.0,96.0,,APARTMENT,APARTMENT,370000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139660,Bruxelles,1000,,4.0,103.0,,APARTMENT,GROUND_FLOOR,375000,NORMAL_SALE,2.0,2.0,,4.0,True,,HYPER_EQUIPPED,False,False,,True,13.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
11139666,Bruxelles,1000,,4.0,111.0,,APARTMENT,GROUND_FLOOR,380000,NORMAL_SALE,3.0,2.0,,5.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
