Price,Facades,Habitable Surface,Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,State of Building,Living Surface,EPC,Consumption Per m2,Municipality,Province,APARTMENT,HOUSE
385000,2.0,172.0,HOUSE,3.0,1.0,2.0,6.0,2.0,0,0,21.915178571428573,4.0,36.465753424657535,4.0,227.0,ANTWERPEN,ANTWERPEN,0,1
399000,3.0,179.0,HOUSE,4.0,2.0,1.0,7.0,3.0,0,0,21.915178571428573,3.0,42.0,4.0,259.0,ANTWERPEN,ANTWERPEN,0,1
624000,4.0,260.0,HOUSE,4.0,2.0,2.0,8.0,1.0,0,0,21.915178571428573,3.0,40.0,5.0,371.8966233766234,KASTERLEE,ANTWERPEN,0,1
265000,3.0,205.54195804195805,HOUSE,3.0,2.0,2.0,7.0,2.0,0,0,21.915178571428573,3.0,36.465753424657535,1.0,625.0,ANTWERPEN,ANTWERPEN,0,1
299000,3.0,300.0,HOUSE,7.0,2.0,2.0,11.0,2.0,0,0,21.915178571428573,1.0,38.0,2.0,404.0,MECHELEN,ANTWERPEN,0,1
545000,4.0,226.0,HOUSE,3.0,1.0,2.0,6.0,3.0,0,1,30.0,3.0,55.0,3.0,355.0,KONTICH,ANTWERPEN,0,1
369000,2.0,243.0,HOUSE,5.0,1.0,1.0,7.0,1.0,0,1,21.915178571428573,0.0,26.0,3.0,381.0,SCHILDE,ANTWERPEN,0,1
230000,4.0,172.0,HOUSE,4.0,1.0,1.0,6.0,1.0,0,1,21.915178571428573,1.0,25.0,1.0,865.0,LAAKDAL,ANTWERPEN,0,1
599000,3.0,260.0,HOUSE,5.0,1.0,2.0,6.0,1.0,0,1,45.0,3.0,36.465753424657535,4.0,279.0,LINT,ANTWERPEN,0,1
214000,2.0,147.0,HOUSE,2.0,1.0,1.0,4.0,1.0,0,1,20.0,1.0,26.0,1.0,1329.0,NIEL,ANTWERPEN,0,1
330000,4.0,204.0,HOUSE,3.0,1.0,2.0,4.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,1.0,939.0,WESTERLO,ANTWERPEN,0,1
649000,2.0,234.0,HOUSE,6.0,4.0,4.0,14.0,1.0,0,0,21.915178571428573,3.0,25.0,4.0,239.0,ANTWERPEN,ANTWERPEN,0,1
599000,3.0,260.0,HOUSE,5.0,1.0,2.0,6.0,1.0,0,1,45.0,3.0,36.465753424657535,4.0,279.0,LINT,ANTWERPEN,0,1
249000,2.0,135.0,HOUSE,2.0,1.0,2.0,5.0,1.0,0,0,21.915178571428573,2.0,36.465753424657535,1.0,626.0,WIJNEGEM,ANTWERPEN,0,1
399000,3.0,205.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,264.0,ANTWERPEN,ANTWERPEN,0,1
499000,3.0,180.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,2.0,485.0,ANTWERPEN,ANTWERPEN,0,1
435000,2.0,208.0,HOUSE,4.0,1.0,2.0,5.0,2.0,0,0,21.915178571428573,3.0,36.465753424657535,2.0,448.0,ANTWERPEN,ANTWERPEN,0,1
750000,2.0,441.0,HOUSE,15.0,15.0,2.0,30.0,1.0,0,0,21.915178571428573,5.0,36.465753424657535,3.0,303.0,ANTWERPEN,ANTWERPEN,0,1
429000,2.0,143.0,HOUSE,3.0,1.0,2.0,4.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,3.0,335.0,ANTWERPEN,ANTWERPEN,0,1
499000,2.0,275.0,HOUSE,4.0,4.0,4.0,12.0,2.0,0,1,21.915178571428573,1.0,36.465753424657535,3.0,303.0,ANTWERPEN,ANTWERPEN,0,1
649000,3.0,291.0,HOUSE,4.0,2.0,6.0,12.0,1.0,0,1,3.0,3.0,27.0,4.0,250.0,ANTWERPEN,ANTWERPEN,0,1
499000,2.0,205.54195804195805,HOUSE,0.0,1.0,2.0,6.0,1.0,0,0,21.915178571428573,1.0,36.465753424657535,1.0,1351.0,ANTWERPEN,ANTWERPEN,0,1
669000,3.0,292.0,HOUSE,6.0,3.0,3.0,12.0,1.0,0,1,12.0,3.0,62.0,3.0,372.0,ANTWERPEN,ANTWERPEN,0,1
695000,3.0,328.0,HOUSE,6.0,5.0,7.0,18.0,2.0,0,0,21.915178571428573,3.0,36.465753424657535,5.0,159.0,ANTWERPEN,ANTWERPEN,0,1
599000,2.0,189.0,HOUSE,4.0,2.0,4.0,10.0,2.0,0,1,6.0,3.0,36.465753424657535,3.0,318.0,ANTWERPEN,ANTWERPEN,0,1
439000,2.0,296.0,HOUSE,4.0,1.0,3.0,8.0,1.0,0,1,14.0,2.0,74.0,2.0,413.0,ANTWERPEN,ANTWERPEN,0,1
585000,2.0,160.0,HOUSE,4.0,2.0,3.0,9.0,1.0,0,0,21.915178571428573,4.0,19.0,4.0,202.0,ANTWERPEN,ANTWERPEN,0,1
599000,2.0,250.0,HOUSE,4.0,3.0,3.0,10.0,2.0,0,1,21.915178571428573,1.0,36.465753424657535,2.0,438.0,ANTWERPEN,ANTWERPEN,0,1
425000,3.0,164.0,HOUSE,3.0,1.0,2.0,6.0,2.0,0,0,21.915178571428573,1.0,38.0,3.0,319.0,HEMIKSEM,ANTWERPEN,0,1
569000,4.0,155.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,5.0,181.0,ANTWERPEN,ANTWERPEN,0,1
535000,4.0,201.0,HOUSE,3.0,2.0,2.0,7.0,1.0,0,1,30.0,2.0,36.465753424657535,3.0,308.0,ANTWERPEN,ANTWERPEN,0,1
499000,2.0,293.0,HOUSE,8.0,1.0,2.0,11.0,1.0,0,0,21.915178571428573,4.0,46.0,2.0,428.0,ANTWERPEN,ANTWERPEN,0,1
439000,2.0,162.0,HOUSE,3.0,2.0,2.0,5.0,2.0,0,1,8.0,2.0,36.465753424657535,4.0,244.0,ANTWERPEN,ANTWERPEN,0,1
439000,2.0,157.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,6.0,85.0,ANTWERPEN,ANTWERPEN,0,1
499000,3.0,180.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,2.0,485.0,ANTWERPEN,ANTWERPEN,0,1
549000,4.0,232.0,HOUSE,5.0,2.0,3.0,10.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,NIJLEN,ANTWERPEN,0,1
512755,3.0,198.0,HOUSE,0.0,1.0,2.0,1.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,0.0,NIJLEN,ANTWERPEN,0,1
240900,2.0,114.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,1,21.915178571428573,1.0,25.0,1.0,921.0,ESSEN,ANTWERPEN,0,1
539000,3.0,217.0,HOUSE,4.0,2.0,2.0,8.0,2.0,0,1,107.0,3.0,44.0,4.0,290.0,SINT-KATELIJNE-WAVER,ANTWERPEN,0,1
539000,3.0,217.0,HOUSE,4.0,2.0,2.0,8.0,2.0,0,1,107.0,3.0,44.0,4.0,290.0,SINT-KATELIJNE-WAVER,ANTWERPEN,0,1
299000,3.0,162.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,0,21.915178571428573,1.0,38.0,4.0,296.0,KAPELLEN,ANTWERPEN,0,1
325000,2.0,151.0,HOUSE,3.0,1.0,2.0,4.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,258.0,BRECHT,ANTWERPEN,0,1
239000,3.0,135.0,HOUSE,2.0,1.0,1.0,4.0,3.0,0,0,21.915178571428573,2.0,40.0,3.0,374.0,STABROEK,ANTWERPEN,0,1
369000,2.0,180.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,254.0,ANTWERPEN,ANTWERPEN,0,1
269000,2.0,100.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,6.0,66.0,ANTWERPEN,ANTWERPEN,0,1
399000,2.0,114.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,246.0,ANTWERPEN,ANTWERPEN,0,1
549000,3.0,300.0,HOUSE,5.0,2.0,3.0,10.0,1.0,0,1,14.0,3.0,36.465753424657535,5.0,185.0,ANTWERPEN,ANTWERPEN,0,1
445000,2.0,371.0,HOUSE,6.0,5.0,2.0,11.0,1.0,0,0,21.915178571428573,1.0,36.465753424657535,3.0,390.0,ANTWERPEN,ANTWERPEN,0,1
375000,2.0,206.0,HOUSE,5.0,1.0,2.0,8.0,2.0,0,0,21.915178571428573,2.0,32.0,4.0,299.0,ANTWERPEN,ANTWERPEN,0,1
225000,2.0,136.0,HOUSE,2.0,1.0,1.0,4.0,1.0,0,0,21.915178571428573,2.0,45.0,4.0,287.0,ANTWERPEN,ANTWERPEN,0,1
315000,2.0,137.0,HOUSE,3.0,2.0,2.0,5.0,2.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,283.0,MECHELEN,ANTWERPEN,0,1
399000,2.0,150.0,HOUSE,4.0,1.0,2.0,4.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,WUUSTWEZEL,ANTWERPEN,0,1
399000,2.0,156.0,HOUSE,4.0,1.0,2.0,5.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,WUUSTWEZEL,ANTWERPEN,0,1
410000,3.0,160.0,HOUSE,4.0,1.0,2.0,5.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,WUUSTWEZEL,ANTWERPEN,0,1
410000,3.0,160.0,HOUSE,4.0,1.0,2.0,4.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,WUUSTWEZEL,ANTWERPEN,0,1
825000,4.0,291.0,HOUSE,4.0,1.0,3.0,8.0,3.0,0,1,1.0,3.0,36.465753424657535,8.0,371.8966233766234,BRASSCHAAT,ANTWERPEN,0,1
825000,4.0,763.0,HOUSE,4.0,1.0,3.0,8.0,3.0,0,1,1.0,3.0,36.465753424657535,4.0,371.8966233766234,BRASSCHAAT,ANTWERPEN,0,1
