Price,Facades,Habitable Surface,Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,State of Building,Living Surface,EPC,Consumption Per m2,Municipality,Province,APARTMENT,HOUSE
353000,3.0,93.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,29.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
359000,3.0,98.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,45.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
362000,3.0,99.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,28.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
365000,3.0,99.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,44.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
365000,3.0,96.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,10.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
370000,3.0,96.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,24.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
375000,3.0,93.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,27.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
379000,3.0,98.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,39.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
380000,3.0,93.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,29.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
380000,3.0,94.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,25.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
381000,3.0,106.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
386000,3.0,106.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
395000,3.0,98.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,45.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
395000,3.0,98.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,45.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
